category,amount,frequency_deviation,day_of_month,is_weekend,is_anomaly,note
entertainment,375.13,0.32,17,0,0,Normal transaction in entertainment
transport,3329.6,0.42,19,0,0,Normal transaction in transport
entertainment,367.65,0.46,15,0,0,Normal transaction in entertainment
other,4710.58,1.23,1,0,0,Normal transaction in other
shopping,4758.29,0.48,14,1,0,Normal transaction in shopping
other,5752.93,0.48,19,1,0,Normal transaction in other
rent,25165.67,0.23,25,1,0,Normal transaction in rent
entertainment,630.87,0.41,24,1,0,Normal transaction in entertainment
transport,2146.77,0.49,18,1,0,Normal transaction in transport
health,1984.27,1.74,4,1,0,Normal transaction in health
rent,16549.76,1.71,24,1,0,Normal transaction in rent
health,7587.13,0.71,17,0,0,Normal transaction in health
entertainment,342.48,0.89,24,0,0,Normal transaction in entertainment
other,635.71,1.01,9,0,0,Normal transaction in other
health,3057.72,1.41,7,0,0,Normal transaction in health
education,1695.66,0.26,9,0,0,Normal transaction in education
transport,1105.56,1.75,15,1,0,Normal transaction in transport
health,4175.7,0.37,20,0,0,Normal transaction in health
health,943.1,1.74,3,1,0,Normal transaction in health
entertainment,8495.76,6.24,23,0,1,Unusual high spike in entertainment
entertainment,9710.81,5.83,4,1,1,Unusual high spike in entertainment
food,1520.95,0.37,10,1,0,Normal transaction in food
transport,733.28,0.95,12,1,0,Normal transaction in transport
health,6576.25,1.13,8,1,0,Normal transaction in health
entertainment,1461.91,1.59,4,1,0,Normal transaction in entertainment
health,737.63,1.1,28,0,0,Normal transaction in health
rent,25606.84,1.21,17,1,0,Normal transaction in rent
other,646.77,1.68,28,0,0,Normal transaction in other
food,439.3,1.5,7,0,0,Normal transaction in food
other,36881.2,6.04,12,1,1,Unusual high spike in other
other,2101.59,1.3,13,1,0,Normal transaction in other
transport,3298.22,1.29,20,0,0,Normal transaction in transport
rent,44213.31,0.82,19,1,0,Normal transaction in rent
rent,42388.52,0.26,18,1,0,Normal transaction in rent
food,1537.27,1.19,20,0,0,Normal transaction in food
other,2684.09,0.83,26,1,0,Normal transaction in other
shopping,13536.16,1.26,28,0,0,Normal transaction in shopping
shopping,17906.89,0.94,5,0,0,Normal transaction in shopping
food,15298.45,3.43,9,1,1,Unusual high spike in food
food,140.48,0.74,22,0,0,Normal transaction in food
other,1024.98,0.22,14,1,0,Normal transaction in other
other,1763.36,1.58,21,0,0,Normal transaction in other
food,1916.43,1.37,28,1,0,Normal transaction in food
education,4930.94,0.26,11,1,0,Normal transaction in education
transport,4352.76,0.36,10,0,0,Normal transaction in transport
education,13466.61,0.75,21,0,0,Normal transaction in education
shopping,4447.16,0.39,8,0,0,Normal transaction in shopping
health,51784.16,4.11,14,0,1,Unusual high spike in health
transport,1502.24,1.22,2,0,0,Normal transaction in transport
food,833.36,1.28,17,0,0,Normal transaction in food
other,2538.86,0.39,18,1,0,Normal transaction in other
other,3010.53,0.98,11,0,0,Normal transaction in other
transport,1364.25,0.34,22,1,0,Normal transaction in transport
shopping,11981.3,1.15,6,0,0,Normal transaction in shopping
food,2937.56,0.38,6,0,0,Normal transaction in food
health,295.57,1.29,25,1,0,Normal transaction in health
health,2069.9,1.22,4,1,0,Normal transaction in health
other,1097.62,0.36,13,1,0,Normal transaction in other
entertainment,2088.53,1.38,28,0,0,Normal transaction in entertainment
transport,21968.2,5.93,6,1,1,Unusual high spike in transport
education,145594.35,3.73,14,0,1,Unusual high spike in education
transport,2573.74,0.42,12,1,0,Normal transaction in transport
rent,17909.35,1.14,8,0,0,Normal transaction in rent
rent,11929.67,0.26,5,0,0,Normal transaction in rent
entertainment,278.37,1.79,15,1,0,Normal transaction in entertainment
shopping,12382.07,0.81,21,0,0,Normal transaction in shopping
rent,36428.11,1.75,20,1,0,Normal transaction in rent
rent,26117.91,0.95,5,1,0,Normal transaction in rent
other,4254.06,0.96,11,0,0,Normal transaction in other
food,1873.47,0.34,25,1,0,Normal transaction in food
entertainment,331.39,1.73,7,0,0,Normal transaction in entertainment
food,1603.73,0.91,4,1,0,Normal transaction in food
health,4749.6,1.0,12,1,0,Normal transaction in health
shopping,779.28,1.77,1,0,0,Normal transaction in shopping
health,39096.67,5.04,17,1,1,Unusual high spike in health
health,4817.16,1.41,21,1,0,Normal transaction in health
shopping,8668.77,1.02,15,1,0,Normal transaction in shopping
shopping,6460.72,1.48,6,0,0,Normal transaction in shopping
other,31009.09,5.83,12,1,1,Unusual high spike in other
education,14959.4,0.54,5,0,0,Normal transaction in education
rent,30578.89,0.35,2,0,0,Normal transaction in rent
other,2605.11,0.83,20,1,0,Normal transaction in other
entertainment,1636.14,0.8,9,0,0,Normal transaction in entertainment
health,5909.23,1.37,27,0,0,Normal transaction in health
transport,3404.37,1.39,1,0,0,Normal transaction in transport
entertainment,612.1,0.51,11,0,0,Normal transaction in entertainment
shopping,12265.25,1.24,11,0,0,Normal transaction in shopping
education,19978.4,1.17,23,1,0,Normal transaction in education
other,5884.67,1.61,8,0,0,Normal transaction in other
transport,3402.5,1.45,12,1,0,Normal transaction in transport
entertainment,13744.94,5.2,26,0,1,Unusual high spike in entertainment
health,5883.42,0.41,5,0,0,Normal transaction in health
education,524.8,1.2,2,0,0,Normal transaction in education
food,19054.07,4.86,8,0,1,Unusual high spike in food
other,21536.57,3.27,6,1,1,Unusual high spike in other
shopping,13625.59,0.54,22,1,0,Normal transaction in shopping
health,4704.74,1.16,5,0,0,Normal transaction in health
other,5899.75,1.05,27,0,0,Normal transaction in other
transport,14648.72,3.96,9,0,1,Unusual high spike in transport
food,1113.18,1.17,19,0,0,Normal transaction in food
food,2310.26,0.43,23,1,0,Normal transaction in food
shopping,11227.98,0.36,19,0,0,Normal transaction in shopping
transport,3284.07,1.45,18,1,0,Normal transaction in transport
shopping,938.22,1.5,26,1,0,Normal transaction in shopping
health,5398.54,1.64,1,1,0,Normal transaction in health
health,450.5,0.52,15,0,0,Normal transaction in health
food,2478.63,0.56,16,1,0,Normal transaction in food
other,3992.79,0.47,5,0,0,Normal transaction in other
other,4578.81,0.5,9,1,0,Normal transaction in other
rent,181790.46,6.01,11,1,1,Unusual high spike in rent
transport,2415.46,0.25,10,0,0,Normal transaction in transport
entertainment,1135.2,0.41,8,1,0,Normal transaction in entertainment
education,4546.83,0.98,2,1,0,Normal transaction in education
food,2049.13,0.69,16,1,0,Normal transaction in food
other,35418.3,5.59,21,1,1,Unusual high spike in other
other,34256.65,5.55,2,1,1,Unusual high spike in other
shopping,8496.78,1.38,6,1,0,Normal transaction in shopping
shopping,90114.27,3.75,5,0,1,Unusual high spike in shopping
entertainment,673.0,1.05,7,1,0,Normal transaction in entertainment
shopping,5924.47,1.0,12,0,0,Normal transaction in shopping
entertainment,773.77,1.48,22,0,0,Normal transaction in entertainment
health,4573.17,0.54,17,0,0,Normal transaction in health
other,1449.77,1.44,25,0,0,Normal transaction in other
other,1595.4,0.27,22,0,0,Normal transaction in other
transport,2799.21,0.97,8,1,0,Normal transaction in transport
transport,1606.26,1.24,15,1,0,Normal transaction in transport
transport,2112.66,0.3,8,1,0,Normal transaction in transport
entertainment,735.61,0.99,7,0,0,Normal transaction in entertainment
entertainment,2973.98,0.5,17,1,0,Normal transaction in entertainment
rent,5220.24,0.36,5,1,0,Normal transaction in rent
rent,14970.55,0.98,19,0,0,Normal transaction in rent
food,186.01,0.61,1,1,0,Normal transaction in food
shopping,63315.51,6.38,15,1,1,Unusual high spike in shopping
transport,3150.83,0.53,6,1,0,Normal transaction in transport
food,1617.31,1.8,26,0,0,Normal transaction in food
food,3496.19,0.3,12,1,0,Normal transaction in food
transport,3987.12,1.57,26,1,0,Normal transaction in transport
health,896.99,0.71,21,0,0,Normal transaction in health
other,804.27,0.57,4,0,0,Normal transaction in other
shopping,10695.82,1.38,5,0,0,Normal transaction in shopping
other,2293.9,0.75,23,1,0,Normal transaction in other
education,19162.22,0.73,22,0,0,Normal transaction in education
shopping,5613.34,1.06,14,0,0,Normal transaction in shopping
shopping,101992.84,6.98,3,1,1,Unusual high spike in shopping
shopping,1066.13,0.42,5,1,0,Normal transaction in shopping
entertainment,16083.64,6.45,26,0,1,Unusual high spike in entertainment
transport,2167.64,1.72,17,1,0,Normal transaction in transport
health,2318.32,1.41,8,0,0,Normal transaction in health
entertainment,443.69,1.35,20,1,0,Normal transaction in entertainment
rent,30018.2,0.69,10,0,0,Normal transaction in rent
shopping,9463.17,0.73,12,0,0,Normal transaction in shopping
education,2324.37,1.07,5,1,0,Normal transaction in education
rent,8604.82,0.76,6,0,0,Normal transaction in rent
other,448.76,1.47,8,0,0,Normal transaction in other
entertainment,902.33,0.76,19,1,0,Normal transaction in entertainment
food,3233.05,0.4,11,0,0,Normal transaction in food
health,2221.8,0.48,8,1,0,Normal transaction in health
food,2575.59,0.2,3,0,0,Normal transaction in food
health,4002.47,0.45,5,1,0,Normal transaction in health
entertainment,1269.77,1.4,17,0,0,Normal transaction in entertainment
food,3375.96,1.77,10,1,0,Normal transaction in food
health,4759.28,1.0,28,0,0,Normal transaction in health
entertainment,2033.11,0.56,16,0,0,Normal transaction in entertainment
shopping,629.01,1.27,15,1,0,Normal transaction in shopping
transport,2655.73,0.22,18,0,0,Normal transaction in transport
food,510.32,0.9,13,0,0,Normal transaction in food
education,18182.04,1.66,20,0,0,Normal transaction in education
food,18208.91,6.36,3,1,1,Unusual high spike in food
food,766.83,1.61,24,1,0,Normal transaction in food
entertainment,986.12,1.06,16,0,0,Normal transaction in entertainment
health,5110.28,1.28,9,1,0,Normal transaction in health
health,5873.34,1.15,10,1,0,Normal transaction in health
food,1968.0,0.31,1,0,0,Normal transaction in food
entertainment,1163.16,0.8,14,1,0,Normal transaction in entertainment
rent,29746.98,0.85,21,1,0,Normal transaction in rent
entertainment,971.59,0.56,21,1,0,Normal transaction in entertainment
rent,201809.11,3.03,16,1,1,Unusual high spike in rent
food,10131.62,3.73,9,1,1,Unusual high spike in food
education,14256.31,0.31,7,1,0,Normal transaction in education
rent,12486.24,0.84,20,1,0,Normal transaction in rent
education,13246.39,0.65,4,0,0,Normal transaction in education
shopping,17117.32,0.8,3,0,0,Normal transaction in shopping
shopping,9806.82,0.84,25,1,0,Normal transaction in shopping
food,257.95,1.3,23,1,0,Normal transaction in food
health,6102.03,1.36,26,0,0,Normal transaction in health
rent,43305.77,0.81,10,0,0,Normal transaction in rent
transport,2662.97,0.36,8,0,0,Normal transaction in transport
rent,29385.28,0.28,16,1,0,Normal transaction in rent
health,5768.97,1.61,7,0,0,Normal transaction in health
other,2165.5,1.65,4,0,0,Normal transaction in other
shopping,16301.19,1.2,2,1,0,Normal transaction in shopping
food,1528.99,0.98,10,0,0,Normal transaction in food
other,5007.17,0.71,14,0,0,Normal transaction in other
entertainment,1107.75,0.91,13,1,0,Normal transaction in entertainment
transport,1726.88,1.29,7,0,0,Normal transaction in transport
health,3572.88,1.3,13,0,0,Normal transaction in health
food,627.1,0.25,12,0,0,Normal transaction in food
food,1156.64,0.25,11,1,0,Normal transaction in food
health,6066.32,1.01,1,0,0,Normal transaction in health
food,2275.75,1.69,23,1,0,Normal transaction in food
education,9970.19,0.34,6,0,0,Normal transaction in education
shopping,16959.94,1.61,14,1,0,Normal transaction in shopping
food,15386.38,6.78,24,0,1,Unusual high spike in food
rent,24168.45,1.33,27,0,0,Normal transaction in rent
transport,3250.91,1.06,17,0,0,Normal transaction in transport
health,7605.03,0.25,7,0,0,Normal transaction in health
education,21048.9,1.47,7,0,0,Normal transaction in education
rent,24649.34,0.84,8,0,0,Normal transaction in rent
rent,132138.59,5.53,1,0,1,Unusual high spike in rent
education,14410.96,0.7,15,0,0,Normal transaction in education
rent,22902.68,1.76,7,0,0,Normal transaction in rent
other,525.56,1.04,26,0,0,Normal transaction in other
education,112410.83,6.26,10,0,1,Unusual high spike in education
food,2935.37,0.41,18,0,0,Normal transaction in food
health,923.75,0.71,13,0,0,Normal transaction in health
entertainment,1043.15,1.13,18,1,0,Normal transaction in entertainment
food,15783.02,4.05,18,0,1,Unusual high spike in food
rent,25262.05,1.15,25,0,0,Normal transaction in rent
transport,1518.55,0.56,11,1,0,Normal transaction in transport
entertainment,14072.04,5.67,2,0,1,Unusual high spike in entertainment
entertainment,1076.08,1.22,9,0,0,Normal transaction in entertainment
shopping,16361.99,1.1,27,1,0,Normal transaction in shopping
other,1738.13,0.85,16,1,0,Normal transaction in other
transport,4010.57,0.71,25,0,0,Normal transaction in transport
other,1518.23,0.26,10,0,0,Normal transaction in other
rent,18468.23,0.38,9,0,0,Normal transaction in rent
transport,4050.69,0.38,22,0,0,Normal transaction in transport
shopping,5577.46,1.79,5,1,0,Normal transaction in shopping
entertainment,1086.51,1.25,2,1,0,Normal transaction in entertainment
shopping,13103.85,0.99,28,0,0,Normal transaction in shopping
food,2051.42,1.28,24,0,0,Normal transaction in food
rent,13935.65,1.29,27,1,0,Normal transaction in rent
food,2015.99,1.64,14,1,0,Normal transaction in food
transport,340.37,0.92,27,0,0,Normal transaction in transport
other,5690.6,1.68,15,1,0,Normal transaction in other
other,2380.02,1.24,13,0,0,Normal transaction in other
food,132.38,0.29,20,1,0,Normal transaction in food
entertainment,8548.92,3.44,28,0,1,Unusual high spike in entertainment
transport,2183.4,1.24,21,0,0,Normal transaction in transport
shopping,5150.24,1.8,17,0,0,Normal transaction in shopping
food,711.15,1.34,28,1,0,Normal transaction in food
other,30164.87,4.97,6,0,1,Unusual high spike in other
other,5569.18,0.28,27,0,0,Normal transaction in other
rent,16233.61,0.81,18,0,0,Normal transaction in rent
other,2775.38,1.07,6,1,0,Normal transaction in other
entertainment,1818.33,0.84,3,1,0,Normal transaction in entertainment
health,3637.21,1.33,2,1,0,Normal transaction in health
food,732.83,0.66,25,1,0,Normal transaction in food
other,4995.65,0.35,13,1,0,Normal transaction in other
entertainment,1089.56,0.52,27,1,0,Normal transaction in entertainment
transport,1737.19,0.26,20,1,0,Normal transaction in transport
shopping,493.51,1.29,19,0,0,Normal transaction in shopping
shopping,2573.1,0.76,23,0,0,Normal transaction in shopping
other,4390.51,1.65,15,0,0,Normal transaction in other
health,5666.92,0.54,24,1,0,Normal transaction in health
entertainment,2491.1,1.75,19,1,0,Normal transaction in entertainment
transport,658.07,0.81,21,1,0,Normal transaction in transport
education,16113.11,0.6,19,1,0,Normal transaction in education
health,7369.34,0.66,11,0,0,Normal transaction in health
other,26652.49,3.67,4,1,1,Unusual high spike in other
food,2674.27,0.23,13,1,0,Normal transaction in food
education,16204.32,1.0,26,1,0,Normal transaction in education
education,6876.73,1.17,17,0,0,Normal transaction in education
transport,2199.01,1.76,19,0,0,Normal transaction in transport
shopping,11141.36,1.79,23,1,0,Normal transaction in shopping
education,4867.96,0.27,14,0,0,Normal transaction in education
rent,22842.43,1.25,13,0,0,Normal transaction in rent
food,339.6,1.35,21,0,0,Normal transaction in food
entertainment,2310.13,0.64,20,0,0,Normal transaction in entertainment
transport,2569.17,1.28,3,1,0,Normal transaction in transport
rent,25297.21,1.7,4,1,0,Normal transaction in rent
shopping,8451.72,1.7,1,1,0,Normal transaction in shopping
